timestamp,open,high,low,close,volume
2023-01-02 09:30:00,172.1739911,172.09644985349647,172.03346148982354,172.0582429918186,1095000
2023-01-02 09:35:00,172.0582429918186,172.15900432715426,171.9433677624099,172.06096918348393,1087000
2023-01-02 09:40:00,172.06096918348393,172.1305034240121,172.0239720331815,172.10178888884093,786000
2023-01-02 09:45:00,172.10178888884093,172.12368531303082,171.8896508863996,172.00448021038193,887000
2023-01-02 09:50:00,172.00448021038193,172.00877309945994,171.8602039826456,171.88868471557842,1559000
2023-01-02 09:55:00,171.88868471557842,171.94907233333333,171.82733839973847,171.89968655387375,1911000
2023-01-02 10:00:00,171.89968655387375,171.90720266666668,171.74574146666666,171.89024348735973,432000
2023-01-02 10:05:00,171.89024348735973,171.89513238625184,171.73903070272164,171.84540014213292,328000
2023-01-02 10:10:00,171.84540014213292,171.95182147969857,171.77713284696026,171.78884965912636,241000
2023-01-02 10:15:00,171.78884965912636,171.88092198341138,171.7730146688801,171.8320654019962,854000
2023-01-02 10:20:00,171.8320654019962,172.00409643333333,171.85958378695696,171.91553288957854,149000
2023-01-02 10:25:00,171.91553288957854,171.9934438014353,171.8987556527251,171.954515,1222000
2023-01-02 10:30:00,171.954515,172.0248816122083,171.9067160828923,172.01353931982118,1387000
2023-01-02 10:35:00,172.01353931982118,172.04820212787777,171.9045850408607,172.0488618953767,1805000
2023-01-02 10:40:00,172.0488618953767,172.13240409695663,171.97500887945773,172.09050338645858,1561000
2023-01-02 10:45:00,172.09050338645858,172.16360040301998,171.97373103968937,171.9989777,1511000
2023-01-02 10:50:00,171.9989777,172.0660009507089,171.9687858116963,171.99175341144908,441000
2023-01-02 10:55:00,171.99175341144908,172.0567676830593,171.85919082860448,172.00849766595405,1665000
2023-01-02 11:00:00,172.00849766595405,172.1411440195702,171.9112515333333,172.07961612243344,783000
2023-01-02 11:05:00,172.07961612243344,172.10997688903473,171.97357944230012,172.09155214386257,1298000
2023-01-02 11:10:00,172.09155214386257,172.23059642884908,172.06182261125056,172.14088765176422,138000
2023-01-02 11:15:00,172.14088765176422,172.17746931620457,172.0727713395153,172.0746466238424,317000
2023-01-02 11:20:00,172.0746466238424,172.18146903027258,171.98890592570143,172.09646655392345,1549000
2023-01-02 11:25:00,172.09646655392345,172.17176190680522,171.99846767889613,172.10237484530796,904000
2023-01-02 11:30:00,172.10237484530796,172.0438547038706,171.933514,172.05272377251848,1866000
2023-01-02 11:35:00,172.05272377251848,172.20315429443573,172.06781709999998,172.10752482930164,494000
2023-01-02 11:40:00,172.10752482930164,171.97846921091372,171.9067738097571,171.9526157964679,1177000
2023-01-02 11:45:00,171.9526157964679,172.22227646918174,172.07577517120586,172.08432501561123,1588000
2023-01-02 11:50:00,172.08432501561123,172.4006266594409,172.22541224862846,172.32761299530688,1215000
2023-01-02 11:55:00,172.32761299530688,172.38812972256383,172.23895266666665,172.29181788308355,943000
2023-01-02 12:00:00,172.29181788308355,172.3834131143718,172.2985480506169,172.3392346170943,1808000
2023-01-02 12:05:00,172.3392346170943,172.4393346338146,172.3730751,172.44297113937046,358000
2023-01-02 12:10:00,172.44297113937046,172.43826114105212,172.21803521237177,172.30197833333335,1928000
2023-01-02 12:15:00,172.30197833333335,172.5179738357492,172.29211387000947,172.39483097209524,979000
2023-01-02 12:20:00,172.39483097209524,172.61741693842762,172.3922022786047,172.50525105752837,392000
2023-01-02 12:25:00,172.50525105752837,172.40470792568476,172.26555028463935,172.34166486775382,286000
2023-01-02 12:30:00,172.34166486775382,172.3043552443714,172.12968834886135,172.26362099420106,1384000
2023-01-02 12:35:00,172.26362099420106,172.4023602399157,172.23450500292859,172.36585386666667,623000
