timestamp,Open,High,Low,Close,Volume
2023-01-02 09:30:00-05:00,86.08699555,86.4564403180907,86.08699555,86.4564403180907,153300.0
2023-01-02 09:31:00-05:00,86.16088450361813,86.34745928315796,86.16088450361813,86.34745928315796,153076.0
2023-01-02 09:32:00-05:00,86.23477345723627,86.23847824822522,86.23477345723627,86.23847824822522,152852.0
2023-01-02 09:33:00-05:00,86.30866241085442,86.30866241085442,86.1294972132925,86.1294972132925,152628.0
2023-01-02 09:34:00-05:00,86.38255136447256,86.38255136447256,86.02051617835976,86.02051617835976,152404.0
2023-01-02 09:35:00-05:00,86.4564403180907,86.4564403180907,85.91153514342702,85.91153514342702,152180.0
2023-01-02 09:36:00-05:00,86.34745928315796,86.34745928315796,86.05087535967563,86.05087535967563,143752.0
2023-01-02 09:37:00-05:00,86.23847824822522,86.23847824822522,86.19021557592426,86.19021557592426,135324.0
2023-01-02 09:38:00-05:00,86.1294972132925,86.32955579217287,86.1294972132925,86.32955579217287,126896.0
2023-01-02 09:39:00-05:00,86.02051617835976,86.4688960084215,86.02051617835976,86.4688960084215,118468.0
2023-01-02 09:40:00-05:00,85.91153514342702,86.60823622467011,85.91153514342702,86.60823622467011,110040.0
2023-01-02 09:41:00-05:00,86.05087535967563,86.74900495957064,86.05087535967563,86.74900495957064,112868.0
2023-01-02 09:42:00-05:00,86.19021557592426,86.88977369447116,86.19021557592426,86.88977369447116,115696.0
2023-01-02 09:43:00-05:00,86.32955579217287,87.03054242937169,86.32955579217287,87.03054242937169,118524.0
2023-01-02 09:44:00-05:00,86.4688960084215,87.17131116427221,86.4688960084215,87.17131116427221,121352.0
2023-01-02 09:45:00-05:00,86.60823622467011,87.31207989917274,86.60823622467011,87.31207989917274,124180.0
2023-01-02 09:46:00-05:00,86.74900495957064,86.99828407529313,86.74900495957064,86.99828407529313,142996.0
2023-01-02 09:47:00-05:00,86.88977369447116,86.88977369447116,86.68448825141351,86.68448825141351,161812.0
2023-01-02 09:48:00-05:00,87.03054242937169,87.03054242937169,86.3706924275339,86.3706924275339,180628.0
2023-01-02 09:49:00-05:00,87.17131116427221,87.17131116427221,86.05689660365428,86.05689660365428,199444.0
2023-01-02 09:50:00-05:00,87.31207989917274,87.31207989917274,85.74310077977466,85.74310077977466,218260.0
2023-01-02 09:51:00-05:00,86.99828407529313,86.99828407529313,85.74420120969687,85.74420120969687,228116.0
2023-01-02 09:52:00-05:00,86.68448825141351,86.68448825141351,85.74530163961907,85.74530163961907,237972.0
2023-01-02 09:53:00-05:00,86.3706924275339,86.3706924275339,85.74640206954126,85.74640206954126,247828.0
2023-01-02 09:54:00-05:00,86.05689660365428,86.05689660365428,85.74750249946347,85.74750249946347,257684.0
2023-01-02 09:55:00-05:00,85.74310077977466,85.74860292938567,85.74310077977466,85.74860292938567,267540.0
2023-01-02 09:56:00-05:00,85.74420120969687,86.05935796762043,85.74420120969687,86.05935796762043,226128.0
2023-01-02 09:57:00-05:00,85.74530163961907,86.37011300585519,85.74530163961907,86.37011300585519,184716.0
2023-01-02 09:58:00-05:00,85.74640206954126,86.68086804408996,85.74640206954126,86.68086804408996,143304.0
2023-01-02 09:59:00-05:00,85.74750249946347,86.99162308232472,85.74750249946347,86.99162308232472,101892.0
2023-01-02 10:00:00-05:00,85.74860292938567,87.30237812055948,85.74860292938567,87.30237812055948,60480.0
2023-01-02 10:01:00-05:00,86.05935796762043,87.15832263877513,86.05935796762043,87.15832263877513,57568.0
2023-01-02 10:02:00-05:00,86.37011300585519,87.01426715699077,86.37011300585519,87.01426715699077,54656.0
2023-01-02 10:03:00-05:00,86.68086804408996,86.87021167520642,86.68086804408996,86.87021167520642,51744.0
2023-01-02 10:04:00-05:00,86.99162308232472,86.99162308232472,86.72615619342206,86.72615619342206,48831.99999999999
2023-01-02 10:05:00-05:00,87.30237812055948,87.30237812055948,86.58210071163771,86.58210071163771,45919.99999999999
2023-01-02 10:06:00-05:00,87.15832263877513,87.15832263877513,86.36391507051862,86.36391507051862,43483.99999999999
2023-01-02 10:07:00-05:00,87.01426715699077,87.01426715699077,86.14572942939952,86.14572942939952,41047.99999999999
2023-01-02 10:08:00-05:00,86.87021167520642,86.87021167520642,85.92754378828042,85.92754378828042,38612.0
2023-01-02 10:09:00-05:00,86.72615619342206,86.72615619342206,85.70935814716132,85.70935814716132,36176.0
2023-01-02 10:10:00-05:00,86.58210071163771,86.58210071163771,85.49117250604223,85.49117250604223,33740.0
2023-01-02 10:11:00-05:00,86.36391507051862,86.36391507051862,85.66937375792737,85.66937375792737,50904.0
2023-01-02 10:12:00-05:00,86.14572942939952,86.14572942939952,85.84757500981253,85.84757500981253,68068.0
2023-01-02 10:13:00-05:00,85.92754378828042,86.02577626169767,85.92754378828042,86.02577626169767,85232.0
2023-01-02 10:14:00-05:00,85.70935814716132,86.20397751358283,85.70935814716132,86.20397751358283,102396.0
2023-01-02 10:15:00-05:00,85.49117250604223,86.38217876546797,85.49117250604223,86.38217876546797,119560.0
2023-01-02 10:16:00-05:00,85.66937375792737,86.21762760172192,85.66937375792737,86.21762760172192,99820.0
2023-01-02 10:17:00-05:00,85.84757500981253,86.05307643797586,85.84757500981253,86.05307643797586,80080.0
2023-01-02 10:18:00-05:00,86.02577626169767,86.02577626169767,85.8885252742298,85.8885252742298,60340.0
2023-01-02 10:19:00-05:00,86.20397751358283,86.20397751358283,85.72397411048375,85.72397411048375,40600.0
2023-01-02 10:20:00-05:00,86.38217876546797,86.38217876546797,85.5594229467377,85.5594229467377,20860.0
2023-01-02 10:21:00-05:00,86.21762760172192,86.21762760172192,85.56290552349391,85.56290552349391,50904.0
2023-01-02 10:22:00-05:00,86.05307643797586,86.05307643797586,85.56638810025012,85.56638810025012,80948.0
2023-01-02 10:23:00-05:00,85.8885252742298,85.8885252742298,85.56987067700635,85.56987067700635,110992.0
2023-01-02 10:24:00-05:00,85.72397411048375,85.72397411048375,85.57335325376256,85.57335325376256,141036.0
2023-01-02 10:25:00-05:00,85.5594229467377,85.57683583051877,85.5594229467377,85.57683583051877,171080.0
2023-01-02 10:26:00-05:00,85.56290552349391,85.70444338311107,85.56290552349391,85.70444338311107,175700.0
2023-01-02 10:27:00-05:00,85.56638810025012,85.83205093570338,85.56638810025012,85.83205093570338,180320.0
2023-01-02 10:28:00-05:00,85.56987067700635,85.95965848829567,85.56987067700635,85.95965848829567,184940.0
2023-01-02 10:29:00-05:00,85.57335325376256,86.08726604088798,85.57335325376256,86.08726604088798,189559.99999999997
2023-01-02 10:30:00-05:00,85.57683583051877,86.21487359348028,85.57683583051877,86.21487359348028,194179.99999999997
2023-01-02 10:31:00-05:00,85.70444338311107,85.8476073757416,85.70444338311107,85.8476073757416,205883.99999999997
2023-01-02 10:32:00-05:00,85.83205093570338,85.83205093570338,85.48034115800294,85.48034115800294,217588.0
2023-01-02 10:33:00-05:00,85.95965848829567,85.95965848829567,85.11307494026427,85.11307494026427,229292.0
2023-01-02 10:34:00-05:00,86.08726604088798,86.08726604088798,84.74580872252561,84.74580872252561,240996.0
2023-01-02 10:35:00-05:00,86.21487359348028,86.21487359348028,84.37854250478694,84.37854250478694,252700.0
2023-01-02 10:36:00-05:00,85.8476073757416,85.8476073757416,84.41504236437795,84.41504236437795,245868.0
2023-01-02 10:37:00-05:00,85.48034115800294,85.48034115800294,84.45154222396899,84.45154222396899,239036.0
